Ap0,Ap101,Ap107,Ap109,Ap11,Ap110,Ap118,Ap119,Ap12,Ap121,Ap124,Ap126,Ap13,Ap132,Ap136,Ap14,Ap141,Ap145,Ap147,Ap149,Ap15,Ap150,Ap151,Ap155,Ap16,Ap166,Ap169,Ap174,Ap175,Ap176,Ap177,Ap179,Ap18,Ap184,Ap185,Ap189,Ap19,Ap196,Ap20,Ap208,Ap21,Ap22,Ap221,Ap23,Ap24,Ap27,Ap29,Ap35,Ap43,Ap46,Ap48,Ap5,Ap52,Ap53,Ap54,Ap58,Ap6,Ap61,Ap66,Ap68,Ap79,Ap8,Ap81,Ap82,Ap86,Ap87,Ap89,zona
0.4545454545454546,0.0,0.0,0.0,0.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6969696969696968,0.0,0.0,0.4000000000000003,0.0,0.0,0.0,0.0,0.5294117647058822,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3714285714285714,0.0,0.3599999999999999,0.0,0.358974358974359,0.6862745098039216,0.0,0.5789473684210522,0.5172413793103448,0.0,0.3571428571428572,0.5789473684210527,0.0,0.0,0.0,0.5689655172413792,0.0,0.0,0.0,0.0,0.2878787878787878,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652173,0.0,0.0,0.0,2.0
0.5454545454545454,0.5454545454545467,0.0,0.0,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575757,0.0,0.0,0.4285714285714288,0.0,0.0,0.0,0.0,0.5147058823529411,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000003,0.0,0.28,0.0,0.0,0.588235294117647,0.0,0.4736842105263159,0.0,0.5172413793103448,0.4285714285714286,0.4210526315789473,0.0,0.0,0.2352941176470584,0.603448275862069,0.3055555555555558,0.0,0.4375,0.0,0.3939393939393938,0.0,0.0,0.5555555555555554,0.0,0.0,0.0,0.3913043478260869,0.0,0.1860465116279073,0.0,2.0
0.5757575757575757,0.0,0.0,0.0,0.3333333333333335,0.0,0.0,0.0,0.4750000000000001,0.0,0.0,0.0,0.4242424242424243,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,0.4264705882352939,0.0,0.0,0.0,0.2444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3913043478260869,0.0,0.0,0.0,0.4000000000000003,0.0,0.3799999999999999,0.0,0.4871794871794872,0.588235294117647,0.0,0.0,0.5172413793103448,0.0,0.3571428571428572,0.5,0.0,0.7037037037037033,0.0,0.4310344827586205,0.3055555555555558,0.0,0.28125,0.0,0.3787878787878787,0.1794871794871793,0.0,0.0,0.0,0.0,0.0,0.3913043478260869,0.0,0.0,0.0,2.0
0.5454545454545454,0.6363636363636367,0.0,0.0,0.4166666666666665,0.0,0.0,0.0,0.2749999999999999,0.0,0.0,0.0,0.6363636363636362,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,0.588235294117647,0.0,0.0,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3478260869565215,0.0,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.3846153846153846,0.5490196078431373,0.0,0.4736842105263159,0.7241379310344827,0.4482758620689653,0.5476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3939393939393938,0.0,0.3599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3500000000000001,0.0,0.0,0.0,0.4848484848484848,0.0,0.0,0.4285714285714288,0.0,0.0,0.0,0.0,0.5441176470588234,0.0,0.0,0.0,0.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000003,0.0,0.3799999999999999,0.0,0.4615384615384612,0.7058823529411764,0.0,0.0,0.6206896551724137,0.0,0.3333333333333335,0.4736842105263155,0.0,0.7037037037037033,0.0,0.6724137931034482,0.3888888888888888,0.0,0.34375,0.0,0.3939393939393938,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.5757575757575757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5499999999999998,0.0,0.0,0.0,0.5151515151515151,0.0,0.0,0.4000000000000003,0.0,0.0,0.0,0.0,0.4264705882352939,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000003,0.0,0.3999999999999999,0.0,0.0,0.6078431372549018,0.0,0.0,0.6551724137931032,0.0,0.3333333333333335,0.4736842105263155,0.4857142857142857,0.0,0.0,0.6379310344827585,0.3611111111111111,0.0,0.3125,0.0,0.4393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.3636363636363633,0.0,0.0,0.0,0.4722222222222223,0.0,0.0,0.0,0.4249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285714285714286,0.0,0.4199999999999999,0.0,0.4102564102564101,0.392156862745098,0.0,0.0,0.5517241379310343,0.0,0.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.4848484848484848,0.0,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,0.4249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714288,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043477,0.0,0.0,0.0,0.4571428571428573,0.0,0.32,0.0,0.4615384615384612,0.5098039215686274,0.0,0.0,0.0,0.0,0.523809523809524,0.3684210526315787,0.0,0.0,0.3235294117647056,0.3793103448275861,0.4722222222222223,0.0,0.375,0.0,0.3484848484848484,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956519,0.0,0.0,0.0,3.0
0.4242424242424243,0.0,0.0,0.0,0.5277777777777777,0.0,0.0,0.0,0.3500000000000001,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.3428571428571429,0.0,0.0,0.0,0.0,0.3970588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347823,0.0,0.0,0.0,0.4000000000000003,0.0,0.0,0.0,0.333333333333333,0.4313725490196078,0.0,0.0,0.4137931034482758,0.0,0.5476190476190477,0.5,0.0,0.0,0.3529411764705878,0.482758620689655,0.3888888888888888,0.0,0.375,0.0,0.4090909090909089,0.3076923076923075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.6363636363636362,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4249999999999998,0.0,0.0,0.0,0.5151515151515151,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,0.5441176470588234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000003,0.0,0.3999999999999999,0.0,0.4102564102564101,0.5098039215686274,0.0,0.0,0.5517241379310343,0.0,0.0,0.4210526315789473,0.0,0.0,0.0,0.5172413793103448,0.0,0.4814814814814814,0.34375,0.0,0.4242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347823,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.3888888888888888,0.0,0.0,0.0,0.4499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285714285714286,0.0,0.0,0.0,0.5128205128205128,0.3137254901960784,0.0,0.0,0.0,0.0,0.3571428571428572,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.3181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.4848484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.4242424242424243,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,0.5588235294117646,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3714285714285714,0.0,0.3999999999999999,0.0,0.358974358974359,0.588235294117647,0.0,0.7368421052631575,0.5172413793103448,0.0,0.0,0.4736842105263155,0.5714285714285716,0.4814814814814814,0.2941176470588234,0.6551724137931034,0.3333333333333335,0.0,0.46875,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.4545454545454546,0.0,0.0,0.3142857142857145,0.0,0.0,0.0,0.0,0.4852941176470587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714286,0.0,0.3799999999999999,0.0,0.333333333333333,0.4313725490196078,0.0,0.0,0.5172413793103448,0.0,0.3809523809523809,0.3947368421052628,0.0,0.0,0.2941176470588234,0.0,0.3055555555555558,0.0,0.0,0.0,0.3333333333333332,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1627906976744189,0.0,3.0
0.5151515151515151,0.0,0.3703703703703702,0.28125,0.6666666666666665,0.0,0.0,0.0,0.4499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.0,0.0,0.0,0.6470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428571428571431,0.0,0.0,0.0,0.4358974358974357,0.4313725490196078,0.0,0.0,0.4827586206896548,0.0,0.4761904761904763,0.0,0.5428571428571431,0.0,0.0,0.4655172413793103,0.3611111111111111,0.0,0.40625,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652173,0.0,0.0,0.5789473684210522,3.0
0.333333333333333,0.0,0.0,0.0,0.5,0.2702702702702702,0.0,0.0,0.4750000000000001,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.2285714285714286,0.0,0.0,0.0,0.0,0.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4399999999999999,0.0,0.3846153846153846,0.4117647058823528,0.0,0.0,0.4482758620689653,0.0,0.3095238095238097,0.0,0.0,0.0,0.0,0.0,0.0,0.3703703703703702,0.0,0.0,0.4848484848484848,0.0,0.0,0.0,0.3243243243243241,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.5428571428571431,0.0,0.0,0.0,0.0,0.4411764705882353,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428571428571431,0.0,0.32,0.0,0.0,0.4705882352941175,0.0,0.5263157894736841,0.4827586206896548,0.0,0.5,0.0,0.5428571428571431,0.4814814814814814,0.0,0.603448275862069,0.0,0.0,0.0,0.0,0.3484848484848484,0.0,0.3199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3249999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000003,0.0,0.0,0.0,0.0,0.6176470588235293,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3714285714285714,0.0,0.32,0.0,0.0,0.4509803921568627,0.0,0.5263157894736841,0.6551724137931032,0.6896551724137927,0.5476190476190477,0.0,0.4857142857142857,0.0,0.0,0.5,0.3888888888888888,0.0,0.0,0.0,0.3939393939393938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093023255813957,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,0.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142857142857145,0.0,0.3399999999999998,0.0,0.358974358974359,0.4313725490196078,0.0,0.0,0.5862068965517238,0.0,0.3333333333333335,0.0,0.0,0.4814814814814814,0.0,0.0,0.3055555555555558,0.0,0.0,0.0,0.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428571428571429,0.0,0.0,0.0,0.4102564102564101,0.4509803921568627,0.0,0.0,0.5517241379310343,0.0,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,0.3055555555555558,0.0,0.0,0.0,0.3787878787878787,0.0,0.0,0.0,0.0,0.0,0.0,0.3913043478260869,0.0,0.0,0.0,3.0
0.4242424242424243,0.0,0.0,0.0,0.9166666666666669,0.0,0.0,0.0,0.4750000000000001,0.0,0.0,0.0,0.6666666666666665,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,0.5147058823529411,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428571428571429,0.0,0.0,0.0,0.4871794871794872,0.6862745098039216,0.0,0.0,0.3103448275862068,0.0,0.5714285714285716,0.0,0.0,0.0,0.0,0.6379310344827585,0.0,0.0,0.5,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,0.3249999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,0.5588235294117646,0.0,0.0,0.0,0.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.0,0.3799999999999999,0.0,0.2820512820512819,0.5686274509803921,0.0,0.0,0.896551724137931,0.0,0.4285714285714286,0.0,0.7428571428571429,0.0,0.0,0.6551724137931034,0.0,0.0,0.0,0.0,0.4090909090909089,0.0,0.3599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.2558139534883721,0.0,4.0
0.0,0.0,0.0,0.0,0.5277777777777777,0.0,0.0,0.0,0.4249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.4571428571428573,0.0,0.0,0.0,0.0,0.5588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4571428571428573,0.0,0.0,0.0,0.333333333333333,0.5686274509803921,0.0,0.0,0.8275862068965516,0.0,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.0,0.0,0.0,0.4090909090909089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.6944444444444446,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7272727272727271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058822,0.0,0.0,0.0,0.3555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142857142857145,0.0,0.0,0.0,0.5128205128205128,0.6862745098039216,0.0,0.0,0.7931034482758621,0.0,0.5476190476190477,0.0,0.6857142857142859,0.0,0.0,0.6896551724137929,0.0,0.0,0.0,0.0,0.3787878787878787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.393939393939394,0.0,0.0,0.0,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428571428571429,0.0,0.0,0.0,0.0,0.4852941176470587,0.0,0.0,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428571428571429,0.0,0.3399999999999998,0.0,0.4358974358974357,0.6862745098039216,0.0,0.0,0.0,0.0,0.523809523809524,0.0,0.0,0.0,0.0,0.6206896551724137,0.0,0.0,0.375,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.9166666666666669,0.0,0.0,0.0,0.5499999999999998,0.0,0.0,0.0,0.7878787878787876,0.0,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,0.5441176470588234,0.0,0.0,0.0,0.2444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.0,0.4199999999999999,0.0,0.5128205128205128,0.7450980392156863,0.0,0.0,0.9310344827586206,0.0,0.4761904761904763,0.0,0.0,0.0,0.4117647058823528,0.8275862068965516,0.4166666666666665,0.0,0.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,0.0,4.0
0.0,0.0,0.0,0.0,0.6666666666666665,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7575757575757573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.3555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428571428571429,0.0,0.32,0.0,0.4615384615384612,0.7058823529411764,0.0,0.0,0.0,0.0,0.5476190476190477,0.0,0.0,0.0,0.0,0.603448275862069,0.0,0.0,0.5,0.0,0.3484848484848484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.3125,0.6388888888888888,0.0,0.0,0.0,0.4249999999999998,0.0,0.0,0.0,0.7878787878787876,0.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,0.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3714285714285714,0.0,0.3599999999999999,0.0,0.0,0.6666666666666665,0.0,0.0,0.9310344827586206,0.0,0.4761904761904763,0.0,0.0,0.0,0.0,0.7586206896551724,0.3333333333333335,0.0,0.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285716,0.0,0.0,0.0,0.0,0.5441176470588234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285716,0.0,0.4199999999999999,0.0,0.0,0.6666666666666665,0.0,0.0,0.8620689655172411,0.0,0.523809523809524,0.0,0.6857142857142859,0.0,0.0,0.6896551724137929,0.5555555555555554,0.0,0.0,0.0,0.4393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.4722222222222223,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.6363636363636362,0.0,0.0,0.4571428571428573,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4571428571428573,0.0,0.3799999999999999,0.0,0.358974358974359,0.5098039215686274,0.0,0.0,0.7586206896551722,0.4827586206896548,0.0,0.0,0.0,0.0,0.0,0.7068965517241379,0.3333333333333335,0.0,0.0,0.0,0.4696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1860465116279073,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.8181818181818179,0.0,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,0.5441176470588234,0.0,0.0,0.0,0.2444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.0,0.4199999999999999,0.0,0.5384615384615383,0.7450980392156863,0.0,0.0,1.0,0.0,0.4761904761904763,0.0,0.0,0.0,0.3823529411764705,0.8275862068965516,0.4722222222222223,0.0,0.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093023255813957,0.0,4.0
0.4242424242424243,0.0,0.3703703703703702,0.0,0.5277777777777777,0.0,0.0,0.0,0.6749999999999998,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.4000000000000003,0.0,0.0,0.0,0.0,0.5588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714288,0.0,0.4399999999999999,0.0,0.641025641025641,0.6274509803921569,0.0,0.0,0.6551724137931032,0.0,0.5952380952380953,0.0,0.0,0.0,0.0,0.7068965517241379,0.3888888888888888,0.0,0.0,0.0,0.4242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6571428571428575,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6571428571428575,0.0,0.3799999999999999,0.0,0.0,0.6470588235294117,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7758620689655171,0.2777777777777777,0.0,0.4375,0.0,0.2878787878787878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558139534883721,0.0,5.0
0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.6749999999999998,0.0,0.0,0.0,0.7575757575757573,0.0,0.0,0.6857142857142859,0.0,0.0,0.0,0.0,0.6176470588235293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6857142857142859,0.0,0.0,0.0,0.0,0.5294117647058822,0.0,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.0,0.4393939393939394,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.4545454545454546,0.0,0.0,0.0,0.5277777777777777,0.0,0.0,0.0,0.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,0.5588235294117646,0.0,0.0,0.0,0.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.0,0.4399999999999999,0.0,0.6666666666666665,0.7450980392156863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4090909090909089,0.4358974358974357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558139534883721,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.5441176470588234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.7058823529411764,0.0,0.0,0.0,0.0,0.4761904761904763,0.0,0.0,0.0,0.0,0.7586206896551724,0.4444444444444446,0.0,0.0,0.0,0.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558139534883721,0.0,5.0
0.4848484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.6571428571428575,0.0,0.0,0.0,0.0,0.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6571428571428575,0.0,0.0,0.0,0.7179487179487178,0.7254901960784312,0.0,0.0,0.0,0.0,0.6904761904761905,0.0,0.7142857142857144,0.0,0.0,0.0,0.3055555555555558,0.0,0.0,0.0,0.2727272727272727,0.2820512820512819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,0.4249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.7714285714285714,0.0,0.0,0.0,0.0,0.588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7714285714285714,0.0,0.4599999999999999,0.0,0.4102564102564101,0.6078431372549018,0.0,0.0,0.0,0.0,0.0,0.0,0.6857142857142859,0.0,0.3823529411764705,0.6724137931034482,0.5833333333333335,0.0,0.0,0.0,0.4090909090909089,0.0,0.0,0.0,0.2702702702702702,0.0,0.0,0.0,0.0,0.2325581395348837,0.0,5.0
0.4848484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.6029411764705881,0.0,0.0,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6571428571428575,0.0,0.0,0.0,0.7179487179487178,0.588235294117647,0.0,0.0,0.5172413793103448,0.0,0.4523809523809525,0.0,0.6857142857142859,0.0,0.4117647058823528,0.5344827586206895,0.4722222222222223,0.0,0.0,0.0,0.3787878787878787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,0.0,5.0
0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.6029411764705881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285716,0.0,0.4399999999999999,0.0,0.7692307692307692,0.6274509803921569,0.0,0.0,0.0,0.0,0.523809523809524,0.0,0.0,0.0,0.0,0.5172413793103448,0.4722222222222223,0.0,0.0,0.0,0.3787878787878787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255813953488373,0.0,5.0
